,기준년월,발급회원번호,대표결제일,대표결제방법코드,대표청구지고객주소구분코드,대표청구서수령지구분코드,청구서수령방법,청구서발송여부_B0,청구서발송여부_R3M,청구서발송여부_R6M,청구금액_B0,청구금액_R3M,청구금액_R6M,포인트_마일리지_건별_B0M,포인트_마일리지_건별_R3M,포인트_포인트_건별_B0M,포인트_포인트_건별_R3M,포인트_마일리지_월적립_B0M,포인트_마일리지_월적립_R3M,포인트_포인트_월적립_B0M,포인트_포인트_월적립_R3M,포인트_적립포인트_R12M,포인트_적립포인트_R3M,포인트_이용포인트_R12M,포인트_이용포인트_R3M,포인트_잔여포인트_B0M,마일_적립포인트_R12M,마일_적립포인트_R3M,마일_이용포인트_R12M,마일_이용포인트_R3M,마일_잔여포인트_B0M,할인건수_R3M,할인금액_R3M,할인건수_B0M,할인금액_B0M,할인금액_청구서_R3M,할인금액_청구서_B0M,상환개월수_결제일_R6M,상환개월수_결제일_R3M,선결제건수_R6M,선결제건수_R3M,연체건수_R6M,연체건수_R3M,혜택수혜금액_R3M,포인트_마일리지_환산_B0M,혜택수혜금액
0,201808,SYN_0,27,2,_,S,03.LMS,1,1,1,1575688,5333639,11941906,0,0,1349,1651,0,0,0,0,3641,1651,3311,1021,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,325,0,0
1,201808,SYN_1,13,2,002,1,01.우편,1,1,1,320956,919412,1462656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28922,16525,6,3,0,0,0,0,0,0,0
2,201808,SYN_2,25,2,002,1,01.우편,0,1,1,0,362851,713460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,974,0,0,1237,0,5,3,0,0,0,0,1976,0,0
3,201808,SYN_3,5,2,_,2,02.이메일,1,1,1,23036,59469,118569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
4,201808,SYN_4,23,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,201808,SYN_5,23,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,201808,SYN_6,15,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,201808,SYN_7,27,2,002,1,01.우편,1,1,1,78977,219758,538791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2701,0,900,2702,901,6,3,0,0,0,0,2584,0,899
8,201808,SYN_8,25,2,_,2,02.이메일,1,1,1,1214129,3539408,7870300,0,0,0,0,0,0,4450,12384,0,12384,119749,20952,0,0,0,0,0,0,5,1051,4,1334,1385,940,5,2,0,0,1,1,14323,0,5363
9,201808,SYN_9,15,2,002,1,01.우편,1,1,1,143292,436244,893201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0
