,기준년월,발급회원번호,대표결제일,대표결제방법코드,대표청구지고객주소구분코드,대표청구서수령지구분코드,청구서수령방법,청구서발송여부_B0,청구서발송여부_R3M,청구서발송여부_R6M,청구금액_B0,청구금액_R3M,청구금액_R6M,포인트_마일리지_건별_B0M,포인트_마일리지_건별_R3M,포인트_포인트_건별_B0M,포인트_포인트_건별_R3M,포인트_마일리지_월적립_B0M,포인트_마일리지_월적립_R3M,포인트_포인트_월적립_B0M,포인트_포인트_월적립_R3M,포인트_적립포인트_R12M,포인트_적립포인트_R3M,포인트_이용포인트_R12M,포인트_이용포인트_R3M,포인트_잔여포인트_B0M,마일_적립포인트_R12M,마일_적립포인트_R3M,마일_이용포인트_R12M,마일_이용포인트_R3M,마일_잔여포인트_B0M,할인건수_R3M,할인금액_R3M,할인건수_B0M,할인금액_B0M,할인금액_청구서_R3M,할인금액_청구서_B0M,상환개월수_결제일_R6M,상환개월수_결제일_R3M,선결제건수_R6M,선결제건수_R3M,연체건수_R6M,연체건수_R3M,혜택수혜금액_R3M,포인트_마일리지_환산_B0M,혜택수혜금액
0,201811,SYN_0,27,2,_,S,03.LMS,1,1,1,1395860,4391851,9725490,0,0,1217,3709,0,0,0,0,3415,1512,2349,920,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
1,201811,SYN_1,13,2,002,1,01.우편,1,1,1,320850,952623,1872035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49029,16243,6,3,0,0,0,0,0,0,0
2,201811,SYN_2,25,2,002,1,01.우편,0,0,1,0,0,362851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2361,6,1179,1179,571,4,0,0,0,0,0,0,0,0
3,201811,SYN_3,5,2,_,2,02.이메일,1,1,1,30241,84752,144221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
4,201811,SYN_4,23,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,201811,SYN_5,23,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,201811,SYN_6,15,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,201811,SYN_7,27,2,002,1,01.우편,1,1,1,76554,232327,452085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,900,2702,901,6,3,0,0,0,0,2697,0,899
8,201811,SYN_8,25,2,_,2,02.이메일,1,1,1,1395112,3997949,7537357,0,0,0,0,0,0,4445,13346,0,15155,134288,28154,0,0,0,0,0,0,12,4078,4,1370,2074,1052,5,2,0,0,1,0,55624,0,25135
9,201811,SYN_9,15,2,002,1,01.우편,1,1,1,151553,445569,881813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
10,201811,SYN_10,25,2,002,1,01.우편,1,1,1,235082,745669,1601157,0,0,0,0,0,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
11,201811,SYN_11,1,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,201811,SYN_12,20,2,_,2,02.이메일,1,1,1,202443,610434,917055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0
13,201811,SYN_13,13,2,_,S,03.LMS,1,1,1,615154,1915068,4712003,0,0,3565,11045,0,0,0,0,38881,23438,327898,45504,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,16347,0,5390
14,201811,SYN_14,15,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,201811,SYN_15,20,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,201811,SYN_16,5,2,002,1,01.우편,1,1,1,610052,1908914,3668835,972,2904,0,0,0,0,0,0,0,0,0,0,0,9357,2375,12207,2609,0,0,0,0,0,0,0,5,3,0,0,2,0,16677,14043,5568
17,201811,SYN_17,25,2,002,1,01.우편,1,1,1,789719,2426859,4709288,0,0,1314,3978,0,0,0,0,5369,2354,0,0,950,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,571,0,190
18,201811,SYN_18,20,2,_,2,02.이메일,1,1,1,100173,327419,712725,0,0,0,0,0,0,0,0,3019,0,3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,0,0,0
19,201811,SYN_19,12,2,_,2,02.이메일,1,1,1,2564111,6977732,13499475,0,0,0,0,0,0,0,0,1435,0,1125,0,0,0,0,0,0,0,15,0,5,0,2937,1084,6,3,0,0,0,0,0,0,0
20,201811,SYN_20,13,2,002,1,01.우편,1,1,1,391848,1179870,2266864,0,0,0,0,0,0,0,0,0,0,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
21,201811,SYN_21,25,2,_,2,02.이메일,0,1,1,0,27215,80666,0,0,0,0,0,0,0,0,0,0,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
22,201811,SYN_22,12,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,201811,SYN_23,5,2,_,0,99.미수령,1,1,1,211967,512143,872069,0,0,0,0,0,0,0,0,2962,0,5472,0,0,0,0,0,0,0,2,2694,1,898,2706,902,5,3,1,0,0,0,2697,0,899
24,201811,SYN_24,13,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,201811,SYN_25,27,2,_,2,02.이메일,1,1,1,366578,1199347,2742280,0,0,0,0,0,0,0,0,0,0,0,0,0,3466,0,0,0,0,0,0,0,0,19939,1740,5,3,2,0,0,0,0,0,0
26,201811,SYN_26,1,2,_,0,99.미수령,1,1,1,60311,163313,250077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
27,201811,SYN_27,20,2,002,1,01.우편,1,1,1,587797,1774287,3927048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0
28,201811,SYN_28,15,2,002,1,01.우편,1,1,1,47955,143349,348782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15000,1,5000,14999,5000,6,3,0,0,0,0,14999,0,5000
29,201811,SYN_29,1,2,002,1,01.우편,1,1,1,290984,896130,1779583,0,0,890,2703,0,0,0,0,2917,1252,2241,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,563,0,187
30,201811,SYN_30,27,2,002,1,01.우편,1,1,1,1923,4429,6826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
31,201811,SYN_31,15,2,002,1,01.우편,1,1,1,318572,952425,2057826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
32,201811,SYN_32,23,2,_,2,02.이메일,1,1,1,567796,1656531,3032570,0,0,0,0,0,0,0,0,5627,0,7083,3879,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
33,201811,SYN_33,25,2,_,2,02.이메일,1,1,1,112005,318374,695085,0,0,0,0,0,0,0,0,0,0,4092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0
34,201811,SYN_34,5,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,201811,SYN_35,25,2,001,1,01.우편,1,1,1,151907,464431,1146661,0,0,0,0,0,0,0,0,0,4393,13358,3925,0,0,0,0,0,0,3,15001,1,5000,14999,5000,6,3,0,0,0,0,15006,0,5002
36,201811,SYN_36,5,2,002,1,01.우편,0,0,0,0,0,26089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
37,201811,SYN_37,13,2,001,1,01.우편,1,1,1,369890,1112846,2063608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32575,2,10990,44109,14754,4,2,0,0,2,1,35203,0,11739
38,201811,SYN_38,1,2,002,1,01.우편,1,1,1,1831797,6919832,16760716,0,0,0,0,786,2363,0,0,0,0,0,0,0,0,2221,0,0,732,0,0,0,0,0,0,4,2,2,0,2,2,17838,11210,6007
39,201811,SYN_39,12,2,_,2,02.이메일,0,0,1,0,0,9347,0,0,0,0,0,0,0,0,502,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,201811,SYN_40,27,2,_,K,04.카카오,1,1,1,703776,2167083,4422686,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,0,0,24,30920,8,10346,25127,8408,6,3,0,0,0,0,14192,0,4728
41,201811,SYN_41,25,2,002,1,01.우편,1,1,1,1051446,3371882,10145124,0,0,2786,8325,0,0,0,0,16950,6192,28772,5261,0,0,0,0,0,0,9,71609,3,23701,53914,17834,0,0,3,2,5,3,53322,0,17737
42,201811,SYN_42,25,2,_,2,02.이메일,1,1,1,53139,156015,343836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
43,201811,SYN_43,20,2,002,1,01.우편,1,1,1,1039864,3405805,6732610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0
44,201811,SYN_44,25,2,_,2,02.이메일,1,1,1,294253,872441,1927338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41430,1,17005,48051,16175,6,3,0,0,0,0,52226,0,17405
45,201811,SYN_45,25,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,201811,SYN_46,25,2,_,0,99.미수령,1,1,1,351243,1160406,2981491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,978,4,2,0,0,3,2,0,0,0
47,201811,SYN_47,25,2,_,2,02.이메일,1,1,1,370492,1153852,1959681,0,0,4185,12510,0,0,4464,13338,56244,26303,407359,49839,0,0,0,0,0,0,0,0,0,0,46448,15497,6,3,0,0,0,0,15888,0,5291
48,201811,SYN_48,1,2,002,1,01.우편,1,1,1,280777,764369,1595876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38985,2,12996,44633,14946,5,3,2,0,1,0,35847,0,11975
49,201811,SYN_49,1,2,_,S,03.LMS,1,1,1,9917,37642,73579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
50,201811,SYN_50,1,2,001,1,01.우편,1,1,1,1060094,3154825,7736338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,0,0
51,201811,SYN_51,25,2,_,2,02.이메일,1,1,1,157347,479220,989652,0,0,1823,5395,0,0,0,0,27460,3736,40364,5207,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,616,0,206
52,201811,SYN_52,20,2,_,2,02.이메일,1,1,1,362006,1113676,2818997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,2,0,0,0
53,201811,SYN_53,23,2,_,2,02.이메일,1,1,1,137051,455407,886350,0,0,0,0,0,0,0,0,0,0,3559,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0
54,201811,SYN_54,20,2,_,0,99.미수령,1,1,1,21732,66394,112523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0
55,201811,SYN_55,5,2,_,2,02.이메일,1,1,1,31620,107419,197402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
56,201811,SYN_56,25,2,_,2,02.이메일,0,0,1,0,0,46790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
57,201811,SYN_57,1,2,_,2,02.이메일,1,1,1,97732,299276,647912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
58,201811,SYN_58,27,2,_,2,02.이메일,1,1,1,12289,36320,66853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0
59,201811,SYN_59,25,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,201811,SYN_60,27,2,_,2,02.이메일,1,1,1,1814834,5674480,11286319,0,0,0,0,672,2048,0,0,0,0,0,0,0,0,2071,0,0,646,15,0,5,0,0,0,6,3,0,0,0,0,16986,9787,5653
61,201811,SYN_61,12,2,002,1,01.우편,1,1,1,478458,1442652,3901543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
62,201811,SYN_62,27,2,002,1,01.우편,1,1,1,107242,330837,731022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
63,201811,SYN_63,25,2,002,1,01.우편,1,1,1,417745,1215208,2177248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49548,16548,5,3,0,0,1,0,0,0,0
64,201811,SYN_64,1,2,002,1,01.우편,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2700,1,900,2700,900,0,0,0,0,0,0,2694,0,898
65,201811,SYN_65,25,2,002,1,01.우편,1,1,1,509577,1589020,2977334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38984,1,12995,44391,14804,6,3,0,0,0,0,35370,0,11819
66,201811,SYN_66,12,2,_,2,02.이메일,1,1,1,438442,1300419,2193191,0,0,1987,5943,0,0,0,0,10736,4137,7189,2762,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9578,0,4768
67,201811,SYN_67,13,2,002,1,01.우편,1,1,1,431441,1299036,2795210,0,0,0,0,0,0,0,0,0,10284,62386,15003,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
68,201811,SYN_68,1,2,002,1,01.우편,1,1,1,347704,1125003,1336127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37091,1,12549,46988,15909,3,3,0,0,0,0,52455,0,17397
69,201811,SYN_69,27,2,_,S,03.LMS,1,1,1,592874,1835370,3876213,0,0,2169,6404,0,0,0,0,20842,5240,16147,4862,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,14405,0,4845
70,201811,SYN_70,23,2,002,1,01.우편,1,1,1,1460117,4448341,9423675,0,0,4476,13353,0,0,0,0,75121,14422,295339,47194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,16516,0,5493
71,201811,SYN_71,27,2,_,2,02.이메일,1,1,1,598357,1923091,4375293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,4,2,2,2,0,0,0,0,0
72,201811,SYN_72,20,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
